id ,order_id,buy_timestamp,buy_price,buy_amount,buy_cost,buy_fees,closed,sell_timestamp,sell_price,sell_amount,sell_cost,sell_fees,position
112,OS5CZM-5KCNR-RK7MSK,2023-10-11T16:28:14,25475.6,0.00011775,2.9997519,0.0042,False,,,,,,2
115,OTQJKY-IHDVA-AEJ3BW,2023-10-11T16:30:14,25463.0,0.0001178,2.9995414,0.0042,False,,,,,,2
116,OCX4RS-JPGW2-Q6UXFR,2023-10-11T16:30:15,25463.0,0.0001178,2.9995414,0.0042,False,,,,,,2
118,O2J6HW-SJE3X-5W7VA3,2023-10-11T16:31:14,25467.3,0.0001178,3.00004794,0.0042,False,,,,,,2
121,OKEEOH-OG7UK-2R4ZA5,2023-10-11T16:41:14,25477.0,0.00011775,2.99991675,0.0042,False,,,,,,2
122,O7V6NW-IR7ML-HCZSFU,2023-10-11T16:41:14,25477.0,0.00011775,2.99991675,0.0042,False,,,,,,2
125,OIJ4AF-4L4OM-XDFZ75,2023-10-11T16:43:13,25480.1,0.00011773,2.999772173,0.0042,False,,,,,,2
126,OI6QAV-GRCFB-Q7EMDV,2023-10-11T16:43:14,25480.1,0.00011773,2.999772173,0.0042,False,,,,,,2
129,OS476X-A6QYD-MZWJMU,2023-10-11T16:48:14,25476.0,0.00011775,2.999799,0.0042,False,,,,,,2
130,OWVELG-XX5YU-GZBTII,2023-10-11T16:48:14,25476.0,0.00011775,2.999799,0.0042,False,,,,,,2
132,OIG4RF-6JDFE-DSGEKY,2023-10-11T16:55:13,25496.2,0.00011768,3.000392816,0.0042,False,,,,,,2
133,OLKFQR-KJAJE-LQOEX4,2023-10-11T16:55:13,25496.2,0.00011768,3.000392816,0.0042,False,,,,,,2
136,OPFFVB-2CFBY-KMPMSE,2023-10-11T17:19:14,25445.7,0.00011788,2.999539116,0.0042,False,,,,,,2
137,OQELFL-3NVDM-GSVJTY,2023-10-11T17:19:14,25445.7,0.00011788,2.999539116,0.0042,False,,,,,,2
140,O7ZRNH-HRHWT-ABUMF6,2023-10-11T17:21:13,25437.2,0.00011793,2.999808996,0.0042,False,,,,,,2
141,OSJ232-TLYPR-Q32FAC,2023-10-11T17:21:14,25437.2,0.00011793,2.999808996,0.0042,False,,,,,,2
144,OZJ3A6-MLLJW-FTFPU6,2023-10-11T17:23:13,25453.3,0.00011789,3.000689537,0.0042,False,,,,,,2
145,O6L4RY-RLJHU-7G54AO,2023-10-11T17:23:13,25452.9,0.00011789,3.000642381,0.0042,False,,,,,,2
272,O3IKOZ-KCQCB-NZGPLC,2023-10-12T19:33:14,25201.0,0.00011903,2.99967503,0.0048,True,2023-10-12T21:32:15,25330.9,0.00011903,3.015137027,0.00482,3
268,O4ONSI-CIEQQ-DSRQY7,2023-10-12T19:23:15,25218.0,0.00011894,2.99942892,0.0048,True,2023-10-12T21:35:16,25345.9,0.00011894,3.014641346,0.00482,3
257,OBXT4D-Y4P75-EEQCVG,2023-10-12T17:51:15,25244.9,0.00011882,2.999599018,0.0048,True,2023-10-12T21:53:16,25376.1,0.00011882,3.015188202,0.00482,3
233,O23MYW-YK7JQ-L72YNH,2023-10-11T19:53:14,25105.8,0.00011947,2.999389926,0.0042,True,2023-10-12T21:54:15,25369.9,0.00011947,3.030941953,0.00485,2
255,OOJQVX-UBTJD-AIIYOB,2023-10-12T17:49:14,25250.0,0.00011881,2.9999525,0.0048,True,2023-10-12T22:06:15,25379.5,0.00011881,3.015338395,0.00482,3
252,OLGB4L-7Q4O2-IVMBVY,2023-10-12T17:45:14,25257.8,0.00011877,2.999868906,0.0048,True,2023-10-12T22:15:15,25385.3,0.00011877,3.015012081,0.00482,3
264,OQAH6D-OESOK-ZPNMHE,2023-10-12T18:04:14,25258.9,0.00011876,2.999746964,0.0048,True,2023-10-12T22:34:15,25386.5,0.00011876,3.01490074,0.00482,3
254,O7KCEN-Q5DDV-GA2G7I,2023-10-12T17:48:15,25269.2,0.00011872,2.999959424,0.0048,True,2023-10-12T23:34:16,25397.0,0.00011872,3.01513184,0.00482,3
150,OJX2R5-O35LR-7FNDGH,2023-10-11T17:27:13,25379.4,0.00011801,2.995022994,0.00419,True,2023-10-13T09:33:14,25512.4,0.00011801,3.010718324,0.00482,2
155,OMT54Y-QIES2-CTI2DL,2023-10-11T17:30:13,25305.8,0.00011856,3.000255648,0.0042,True,2023-10-13T14:48:15,25499.2,0.00011856,3.023185152,0.00484,2
157,OBMSLP-533AI-DP62HL,2023-10-11T17:32:14,25282.3,0.00011864,2.999492072,0.0042,True,2023-10-13T14:51:15,25512.1,0.00011864,3.026755544,0.00484,2
265,OUEI6M-FEUIP-LE6HBZ,2023-10-12T18:05:15,25259.9,0.00011877,3.000118323,0.0048,True,2023-10-13T15:10:14,25518.3,0.00011877,3.030808491,0.00485,3
107,O4QDGV-4QQCC-XTKXRY,2023-10-11T16:26:13,25487.4,0.00011769,2.999612106,0.0042,True,2023-10-15T10:42:14,25615.5,0.00011769,3.014688195,0.00482,2
83,OOBJEQ-Y7PL5-BJTIXN,2023-10-11T15:23:14,25550.0,0.00011745,3.0008475,0.0042,False,,,,,,2
86,OW4TCU-WFRJM-WSRXOH,2023-10-11T15:36:14,25531.0,0.0001175,2.9998925,0.0042,False,,,,,,2
89,OH27KU-4Q6BK-XPYIBL,2023-10-11T15:39:14,25540.8,0.00011747,3.000277776,0.0042,False,,,,,,2
92,OYYG3F-T4UNV-6SBSQF,2023-10-11T15:50:14,25527.0,0.00011751,2.99967777,0.0042,False,,,,,,2
95,OWP4RT-LWQLU-ABMCSP,2023-10-11T15:55:14,25536.5,0.00011747,2.999772655,0.0042,False,,,,,,2
98,OM26ZG-XALV3-ZSQ7A2,2023-10-11T16:02:14,25532.6,0.00011748,2.999569848,0.0042,False,,,,,,2
